start_time,end_time,start_time_iso,end_time_iso,amount_value,amount_currency,quantity,quantity_unit,line_item,user_id,api_key_id,project_id,organization_id,project_name,organization_name,user_email
1784246400,1784332800,2026-07-17T00:00:00,2026-07-18T00:00:00,4.388121000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1784332800,1784419200,2026-07-18T00:00:00,2026-07-19T00:00:00,2.189312000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1784419200,1784505600,2026-07-19T00:00:00,2026-07-20T00:00:00,2.233271000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1784505600,1784592000,2026-07-20T00:00:00,2026-07-21T00:00:00,3.693002000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1784592000,1784678400,2026-07-21T00:00:00,2026-07-22T00:00:00,3.273469000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1784678400,1784764800,2026-07-22T00:00:00,2026-07-23T00:00:00,3.268221000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1784764800,1784851200,2026-07-23T00:00:00,2026-07-24T00:00:00,3.146506000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1784851200,1784937600,2026-07-24T00:00:00,2026-07-25T00:00:00,3.961193000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1784937600,1785024000,2026-07-25T00:00:00,2026-07-26T00:00:00,2.915759000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1785024000,1785110400,2026-07-26T00:00:00,2026-07-27T00:00:00,2.765343000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1785110400,1785196800,2026-07-27T00:00:00,2026-07-28T00:00:00,3.929255000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1785196800,1785283200,2026-07-28T00:00:00,2026-07-29T00:00:00,3.318162000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1785283200,1785369600,2026-07-29T00:00:00,2026-07-30T00:00:00,3.204279750000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1785369600,1785456000,2026-07-30T00:00:00,2026-07-31T00:00:00,3.079007000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1785456000,1785542400,2026-07-31T00:00:00,2026-08-01T00:00:00,5.410734000000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
1785542400,1785628800,2026-08-01T00:00:00,2026-08-02T00:00:00,1.740456750000000000000000000,usd,,,,,,,org-XaThCgRLZeAqjpPqMXzuHDF7,,TiendaDeFrutasLujan,
